scenario,bii,year,iso3,bii_loss
ssp4rcp6p0gcam,0.563166260719299,2047,TLS,0.436833739280701
ssp4rcp6p0gcam,0.695695817470551,2047,ARM,0.304304182529449
ssp4rcp6p0gcam,0.895935297012329,2047,ISR,0.10406470298767101
ssp5rcp8p5remindmagpie,0.869068682193756,2017,NCL,0.130931317806244
ssp4rcp6p0gcam,0.594389259815216,2047,SYR,0.40561074018478405
ssp5rcp8p5remindmagpie,0.956872165203094,2017,SLB,0.04312783479690596
ssp4rcp6p0gcam,0.76956695318222,2047,YEM,0.23043304681777999
ssp4rcp6p0gcam,0.86103880405426,2047,AND,0.13896119594573997
ssp4rcp6p0gcam,0.775963723659515,2047,PRT,0.22403627634048495
ssp4rcp6p0gcam,0.665399372577667,2047,SMR,0.334600627422333
ssp5rcp8p5remindmagpie,0.691350340843201,2017,USA,0.308649659156799
ssp4rcp6p0gcam,0.636596441268921,2047,CZE,0.363403558731079
ssp5rcp8p5remindmagpie,0.741225481033325,2017,MEX,0.258774518966675
ssp4rcp6p0gcam,0.879502832889557,2047,RUS,0.120497167110443
ssp5rcp8p5remindmagpie,0.633216500282288,2017,NIC,0.36678349971771196
ssp4rcp6p0gcam,0.839339911937714,2047,EST,0.16066008806228604
ssp5rcp8p5remindmagpie,0.770022094249725,2017,PAN,0.229977905750275
ssp4rcp6p0gcam,0.588173031806946,2047,FRO,0.411826968193054
ssp4rcp6p0gcam,0.837122797966003,2047,ISL,0.16287720203399703
ssp4rcp6p0gcam,0.83872252702713,2047,LVA,0.16127747297286998
ssp5rcp8p5remindmagpie,0.934349119663239,2017,BRB,0.06565088033676103
ssp4rcp6p0gcam,0.941362023353577,2047,NOR,0.05863797664642301
ssp5rcp8p5remindmagpie,0.946495831012726,2017,CUW,0.05350416898727395
ssp4rcp6p0gcam,0.656531274318695,2047,FRA,0.34346872568130504
ssp5rcp8p5remindmagpie,0.912707209587097,2017,GLP,0.08729279041290305
ssp5rcp8p5remindmagpie,0.632840394973755,2017,CHN,0.367159605026245
ssp5rcp8p5remindmagpie,0.829374074935913,2017,PRK,0.17062592506408703
ssp5rcp8p5remindmagpie,0.898865520954132,2017,IRN,0.10113447904586803
ssp4rcp6p0gcam,0.989794671535492,2048,LBY,0.010205328464507946
ssp5rcp8p5remindmagpie,0.892769396305084,2017,LAO,0.107230603694916
ssp4rcp6p0gcam,0.657985210418701,2048,BFA,0.34201478958129905
ssp5rcp8p5remindmagpie,0.69127881526947,2017,VNM,0.30872118473053
ssp4rcp6p0gcam,0.893708646297455,2048,MRT,0.10629135370254505
ssp5rcp8p5remindmagpie,0.767764925956726,2017,TJK,0.23223507404327404
ssp4rcp6p0gcam,0.407800227403641,2048,NGA,0.592199772596359
ssp5rcp8p5remindmagpie,0.671825468540192,2017,TKM,0.328174531459808
ssp4rcp6p0gcam,0.711819708347321,2048,DJI,0.288180291652679
ssp5rcp8p5remindmagpie,1.0,2017,JOR,0.0
ssp4rcp6p0gcam,0.85882043838501,2048,REU,0.14117956161499
ssp5rcp8p5remindmagpie,1.0,2017,OMN,0.0
ssp4rcp6p0gcam,0.458053797483444,2048,UGA,0.541946202516556
ssp5rcp8p5remindmagpie,0.77220493555069,2017,TUR,0.22779506444930997
ssp4rcp6p0gcam,0.766307830810547,2048,CAF,0.23369216918945301
ssp5rcp8p5remindmagpie,0.756662547588348,2017,YEM,0.24333745241165206
ssp4rcp6p0gcam,0.771667540073395,2048,GAB,0.228332459926605
ssp5rcp8p5remindmagpie,0.66945481300354,2017,MKD,0.33054518699645996
ssp4rcp6p0gcam,0.844671726226807,2048,STP,0.15532827377319303
ssp5rcp8p5remindmagpie,0.764232158660889,2017,BLR,0.235767841339111
ssp4rcp6p0gcam,0.78582888841629,2048,TCD,0.21417111158371005
ssp5rcp8p5remindmagpie,0.593077957630157,2017,FRO,0.406922042369843
ssp4rcp6p0gcam,0.553485631942749,2048,LSO,0.446514368057251
ssp5rcp8p5remindmagpie,0.609258115291595,2017,NLD,0.390741884708405
ssp4rcp6p0gcam,0.990288972854614,2048,GUF,0.009711027145385964
ssp4rcp6p0gcam,0.631590843200684,2048,CRI,0.36840915679931596
ssp4rcp6p0gcam,0.723260760307312,2048,MEX,0.276739239692688
