iso3,country,year,export_qty_t,log_export_qty_t,bii,crops,highintensityag,hpd,pastureland,qualitynatural,urbanextent
URY,Uruguay,2010,2313.0,7.746732907753622,0.339179188013077,0.0939497947692871,0.194534689188004,16.4890632629395,0.747514843940735,0.0641616880893707,0.002847698982805
URY,Uruguay,2011,180.0,5.198497031265826,0.335196942090988,0.0990077927708626,0.197236716747284,16.5013236999512,0.749652087688446,0.0610765814781189,0.0028740095440298
URY,Uruguay,2012,299.0,5.703782474656201,0.334874957799911,0.0984220281243324,0.196331590414047,16.5135498046875,0.74976646900177,0.0602104179561138,0.0029005827382206
URY,Uruguay,2013,109.0,4.700480365792417,0.332542479038239,0.0995995551347733,0.197593972086906,16.3598251342773,0.752299070358276,0.0579385682940483,0.0029223717283457
URY,Uruguay,2014,35.55,3.5986811861957873,0.332324177026749,0.0976646691560745,0.197732761502266,16.3916759490967,0.75379604101181,0.0568275935947895,0.002949153073132
USA,United States of America,2010,55.0,4.02535169073515,0.688368797302246,0.16913478076458,0.151393949985504,32.1836090087891,0.266505211591721,0.399575591087341,0.012547847814858
USA,United States of America,2011,103.0,4.6443908991413725,0.689221143722534,0.167002096772194,0.149805590510368,32.447509765625,0.267230540513992,0.401303827762604,0.0127257788553834
USA,United States of America,2012,190.0,5.25227342804663,0.687221765518188,0.170411497354507,0.152341932058334,32.7114105224609,0.267867296934128,0.401761114597321,0.0129051674157381
USA,United States of America,2013,136.0,4.919980925828125,0.691076457500458,0.162068367004395,0.146066337823868,32.9735145568848,0.268381237983704,0.403560400009155,0.0130684347823262
USA,United States of America,2014,143.51,4.973348709310239,0.688019990921021,0.167637541890144,0.150383874773979,33.237133026123,0.268951416015625,0.403431385755539,0.0132520124316216
VNM,Viet Nam,2014,0.15,0.13976194237515868,0.697381913661957,0.305079400539398,0.167926952242851,241.654586791992,0.0218702647835016,0.381741732358932,0.0064545827917754
ZAF,South Africa,2014,0.01,0.009950330853168083,0.609443485736847,0.0817782133817673,0.0527582131326199,39.2680816650391,0.681916117668152,0.0373831763863564,0.0051088947802782
